codigo,fecha,hora,tipo,metodo,etiqueta,descripcion,ars,usd,pen,blue,lat,lon
20260727-01,2026-07-27,16:24,pago,efectivo,comida,,29000,18.83,64.11,1540,-34.601945,-58.388144
