codigo,fecha,hora,tipo,metodo,etiqueta,descripcion,ars,usd,pen,blue,lat,lon
20260729-01,2026-07-29,21:38,pago,efectivo,,,45000,29.03,98.68,1550,-34.571597,-58.433705
